doi,publicationYear,resourceType,title,publisher,createdAt,updatedAt,isPublisher,isFunder,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,matchPublisherRor,matchCreatorAffiliationRor,matchContributorAffiliationRor,matchFunderRor,matchPublisherName,matchCreatorName,matchContributorName,matchFunderName,inDataCite,inOpenAire,inOpenAlex,inCrossRef,dataCiteClientId,dataCiteClientName,dataCiteCitationCount,dataCiteReferenceCount,dataCiteViewCount,dataCiteDownloadCount,openAireBestAccessRight,openAireIndicatorsUsageCountsDownloads,openAireIndicatorsUsageCountsViews,openAireId,openAlexId,openAlexCitedByCount,openAlexReferencedWorksCount,titleWordCount,referencedByDoi,dataCiteClientType
10.13140/2.1.1189.5049,2013,Text,Business As Networks: A Case Study of Fedex,Karlstad University,2014-09-19T10:17:24Z,2025-10-02T02:58:23Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,8,,repository
10.13140/2.1.4597.3766,2013,Text,The Luxury of Open Innovation: A Case Study of Whirlpool,Karlstad University,2014-09-19T10:30:33Z,2025-10-02T02:58:20Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,10,,repository
10.13140/2.1.3024.5120,2013,Text,Creativity in Organizations: A Case Study of HILTI,Karlstad University,2014-09-19T10:34:33Z,2025-10-02T02:58:17Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,8,,repository
10.13140/2.1.3655.2006,2014,Other,Understanding downstream migration timing of European eel (Anguilla anguilla) -Analysis and modelling of environmental triggers. Elforsk rapport 14:51,Karlstad University,2015-01-27T11:58:05Z,2025-10-06T13:48:30Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,18,,repository
10.13140/2.1.4261.4082,2012,Other,Ål i Ätran,Karlstad University,2015-01-27T15:37:36Z,2025-10-06T13:46:32Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,3,,repository
10.13140/rg.2.1.4516.5925,2012,Other,"Cesam, öppna dig - Samverkan i e-tjänsteutveckling i Värmland [C-course]",Karlstads universitet,2015-07-23T04:24:31Z,2025-10-08T09:18:46Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,10,,repository
10.13140/rg.2.1.2756.3365,2011,Other,How Language And Identity Can Affect Economic Change - A Literature Study Of French Speaker's Identity And Language Use In The Quebec Province [D-course],Karlstad Business School at Karlstad University,2015-07-26T08:10:37Z,2025-10-08T09:23:16Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,24,,repository
10.13140/rg.2.1.2982.6640,2014,Text,Att förena passion med försörjning. En diskussion om hobby och arbete i det senmoderna samhället,Karlstad University Studies,2015-12-17T09:29:21Z,2025-10-08T13:11:55Z,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,rg.rg,ResearchGate,0,0,0,0,,,,,,,,15,,repository
10.5281/zenodo.53110,2016,Text,Towards A Flexible Internet Transport Layer Architecture,Zenodo,2016-05-26T07:43:24Z,2020-07-27T18:17:17Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,cern.zenodo,Zenodo,0,0,0,0,,,,,,,,7,,repository
10.5281/zenodo.55588,2016,Text,"Neat – A New, Evolutive Api And Transport-Layer Architecture For The Internet",Zenodo,2016-06-14T15:33:55Z,2020-07-27T18:30:05Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,cern.zenodo,Zenodo,0,0,0,0,,,,,,,,12,,repository
10.5061/dryad.3q7c9,2017,Dataset,Data from: Bridge under troubled water: turbulence and niche partitioning in fish foraging,Dryad,2016-11-30T19:39:21Z,2025-12-06T02:47:08Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,dryad.dryad,DRYAD,1,1,149,10,,0,3,,,,,13,,repository
10.5281/zenodo.260082,2017,Text,Metamorphosis Of Architectural Education In Post(Transitional) Context,Zenodo,2017-01-26T09:38:50Z,2020-09-18T18:34:24Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,cern.zenodo,Zenodo,0,0,1,0,,,,,,,,7,,repository
10.24350/cirm.v.18626303,2014,Audiovisual,On the structure of the Chapman-Enskog expansion,CIRM,2017-04-28T16:06:51Z,2024-12-13T10:01:17Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,inist.cirm,Centre International de Rencontres Mathématiques,0,0,0,0,,,,,,,,7,,repository
10.5281/zenodo.887521,2017,Text,Speedtest-Like Measurements In 3G/4G Networks: The Monroe Experience,Zenodo,2017-09-08T08:26:09Z,2020-09-19T00:24:14Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,cern.zenodo,Zenodo,0,0,1,0,,,,,,,,8,,repository
10.5281/zenodo.887520,2017,Text,Speedtest-Like Measurements In 3G/4G Networks: The Monroe Experience,Zenodo,2017-09-08T08:26:10Z,2020-09-19T00:24:14Z,0,,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,cern.zenodo,Zenodo,0,0,0,0,,,,,,,,8,,repository
